Order_Id,Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product,Product_Category,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_Method,Product_Id
28,2018-05-02,11:45:38,5.0,26058,Female,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.3,55.8,5.6,High,credit_card,1
29,2018-08-25,13:50:30,7.0,38941,Female,Web,Member,Car Speakers,Auto & Accessories,211.0,1.0,0.3,112.0,11.2,Medium,credit_card,2
30,2018-11-10,11:58:33,4.0,19919,Female,Web,Member,Car Body Covers,Auto & Accessories,117.0,1.0,0.2,34.7,3.5,High,money_order,3
31,2018-09-16,21:15:39,9.0,56625,Female,Web,Member,Car & Bike Care,Auto & Accessories,118.0,1.0,0.3,27.4,2.7,Critical,credit_card,4
32,2018-03-12,13:56:04,5.0,33501,Female,Web,Member,Tyre,Auto & Accessories,250.0,1.0,0.2,165.0,16.5,Medium,credit_card,5
33,2018-08-03,12:38:58,10.0,40865,Female,Web,Member,Bike Tyres,Auto & Accessories,72.0,4.0,0.3,18.0,1.8,High,credit_card,6
34,2018-07-29,23:34:51,5.0,38256,Female,Web,Member,Car Mat,Auto & Accessories,54.0,4.0,0.3,13.5,1.4,Critical,credit_card,7
35,2018-08-17,15:59:46,1.0,14567,Female,Web,Member,Car Seat Covers,Auto & Accessories,114.0,4.0,0.1,29.4,2.9,High,credit_card,8
36,2018-08-21,18:15:12,4.0,38178,Female,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,1.0,0.3,127.9,12.8,High,credit_card,9
37,2018-07-30,21:37:10,6.0,24153,Female,Web,Member,Car Media Players,Auto & Accessories,140.0,5.0,0.3,32.0,3.2,Medium,credit_card,1
38,2018-10-01,12:23:13,3.0,27385,Female,Web,Member,Car Speakers,Auto & Accessories,211.0,4.0,0.1,122.6,12.3,Critical,credit_card,2
39,2018-12-26,17:12:18,2.0,44937,Female,Web,Member,Car Body Covers,Auto & Accessories,117.0,1.0,0.3,32.3,3.2,High,credit_card,3
40,2018-05-19,18:53:40,6.0,38490,Female,Web,Member,Car & Bike Care,Auto & Accessories,118.0,5.0,0.3,14.4,1.4,Critical,money_order,4
41,2018-04-24,21:27:48,4.0,30549,Female,Web,Member,Tyre,Auto & Accessories,250.0,5.0,0.3,132.5,13.3,Critical,credit_card,5
42,2018-11-04,17:10:39,8.0,50606,Female,Web,Member,Bike Tyres,Auto & Accessories,72.0,5.0,0.2,14.4,1.4,Critical,credit_card,6
43,2018-11-04,23:25:30,1.0,42084,Female,Web,Member,Car Mat,Auto & Accessories,54.0,5.0,0.1,10.8,1.1,High,money_order,7
44,2018-05-18,13:55:47,5.0,52161,Female,Web,Member,Car Seat Covers,Auto & Accessories,114.0,4.0,0.3,15.8,1.6,Critical,credit_card,8
45,2018-05-14,20:28:25,7.0,32218,Female,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,4.0,0.3,114.0,11.4,High,money_order,9
46,2018-05-17,16:59:11,8.0,36491,Female,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.3,46.0,4.6,Critical,credit_card,1
47,2018-07-29,11:24:17,6.0,12227,Female,Web,Member,Car Speakers,Auto & Accessories,211.0,1.0,0.1,128.9,12.9,Critical,credit_card,2
48,2018-11-09,20:19:05,1.0,13196,Female,Web,Member,Car Body Covers,Auto & Accessories,117.0,4.0,0.3,13.6,1.4,Critical,credit_card,3
49,2018-08-01,14:02:19,6.0,50444,Female,Web,Guest,Car & Bike Care,Auto & Accessories,118.0,5.0,0.3,14.4,1.4,Critical,credit_card,4
50,2018-10-26,13:42:52,5.0,24528,Male,Web,Member,Tyre,Auto & Accessories,250.0,1.0,0.1,165.0,16.5,Medium,credit_card,5
51,2018-07-26,14:39:59,3.0,57748,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,1.0,0.1,36.0,3.6,Critical,credit_card,6
52,2018-03-15,0:06:10,6.0,46349,Male,Web,Member,Car Mat,Auto & Accessories,54.0,5.0,0.3,10.8,1.1,High,credit_card,7
53,2018-11-30,8:15:24,4.0,54853,Male,Web,Member,Car Seat Covers,Auto & Accessories,114.0,4.0,0.3,11.2,1.1,High,credit_card,8
54,2018-10-11,10:25:52,2.0,28082,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,1.0,0.3,132.5,13.3,High,money_order,9
55,2018-10-11,8:18:19,6.0,20444,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.3,51.6,5.2,High,money_order,1
56,2018-12-09,14:50:15,5.0,51472,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,1.0,0.1,128.9,12.9,Critical,credit_card,2
57,2018-12-13,18:14:36,8.0,45606,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,4.0,0.2,27.6,2.8,High,credit_card,3
58,2018-10-13,21:11:26,5.0,47238,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,1.0,0.3,20.3,2.0,Critical,credit_card,4
59,2018-04-30,22:02:15,6.0,18609,Male,Web,Member,Tyre,Auto & Accessories,250.0,1.0,0.3,160.0,16.0,Medium,credit_card,5
60,2018-11-05,13:09:48,3.0,39387,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,1.0,0.3,36.0,3.6,High,credit_card,6
61,2018-04-15,11:31:41,9.0,47027,Male,Web,Member,Car Mat,Auto & Accessories,54.0,5.0,0.1,10.8,1.1,High,credit_card,7
62,2018-08-19,20:31:09,9.0,31526,Male,Web,Member,Car Seat Covers,Auto & Accessories,114.0,1.0,0.1,30.6,3.1,High,credit_card,8
63,2018-09-22,8:48:13,8.0,25308,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,5.0,0.2,127.9,12.8,Medium,money_order,9
64,2018-06-07,21:44:54,2.0,47320,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.3,53.0,5.3,Critical,credit_card,1
65,2018-08-10,13:26:59,4.0,52527,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,1.0,0.3,109.9,11.0,Medium,money_order,2
66,2018-10-18,16:02:23,2.0,17333,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,1.0,0.2,34.7,3.5,High,credit_card,3
67,2018-10-13,13:47:39,3.0,26223,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,1.0,0.1,36.8,3.7,High,credit_card,4
68,2018-07-15,8:33:19,1.0,22734,Male,Web,Member,Tyre,Auto & Accessories,250.0,1.0,0.1,167.5,16.8,High,money_order,5
69,2018-02-13,14:27:11,2.0,54066,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,1.0,0.2,72.0,7.2,High,e_wallet,6
70,2018-09-13,8:44:17,4.0,55093,Male,Web,Member,Car Mat,Auto & Accessories,54.0,1.0,0.3,54.0,5.4,Critical,credit_card,7
71,2018-08-15,10:33:30,2.0,49436,Male,Web,Member,Car Seat Covers,Auto & Accessories,114.0,4.0,0.3,20.3,2.0,Medium,e_wallet,8
72,2018-08-20,11:45:39,3.0,41257,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,1.0,0.3,116.4,11.6,Medium,credit_card,9
73,2018-09-20,17:15:46,6.0,55433,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,4.0,0.3,32.0,3.2,High,money_order,1
74,2018-02-15,9:19:48,1.0,13366,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,5.0,0.1,120.5,12.0,Critical,credit_card,2
75,2018-07-28,16:52:55,4.0,41451,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,4.0,0.1,32.3,3.2,High,credit_card,3
76,2018-11-09,18:32:47,2.0,42588,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,1.0,0.1,36.8,3.7,High,e_wallet,4
77,2018-11-26,22:04:34,9.0,26754,Male,Web,Member,Tyre,Auto & Accessories,250.0,4.0,0.3,140.0,14.0,Critical,credit_card,5
78,2018-07-30,3:06:35,10.0,34365,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,4.0,0.3,18.0,1.8,Critical,credit_card,6
79,2018-03-22,0:17:37,4.0,49745,Male,Web,Member,Car Mat,Auto & Accessories,54.0,5.0,0.3,10.8,1.1,High,credit_card,7
80,2018-09-06,22:39:29,8.0,53213,Male,Web,Member,Car Seat Covers,Auto & Accessories,114.0,1.0,0.3,28.3,2.8,Critical,credit_card,8
81,2018-05-09,20:48:59,8.0,43735,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,1.0,0.3,144.1,14.4,High,credit_card,9
82,2018-09-20,20:42:44,8.0,14760,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.1,58.6,5.9,High,credit_card,1
83,2018-01-16,14:56:50,10.0,44410,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,5.0,0.3,99.4,9.9,High,credit_card,2
84,2018-03-08,9:42:43,1.0,53552,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,1.0,0.2,30.0,3.0,Critical,credit_card,3
85,2018-11-26,16:53:30,1.0,39696,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,1.0,0.3,28.6,2.9,High,credit_card,4
86,2018-08-27,12:55:42,3.0,22235,Male,Web,Member,Tyre,Auto & Accessories,250.0,4.0,0.3,120.0,12.0,Critical,debit_card,5
87,2018-05-11,13:10:51,7.0,42599,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,1.0,0.2,36.0,3.6,High,credit_card,6
88,2018-06-22,19:22:22,7.0,27079,Female,Web,Member,Car Mat,Auto & Accessories,54.0,1.0,0.3,27.0,2.7,Critical,credit_card,7
89,2018-05-01,8:12:37,1.0,57745,Male,Web,Guest,Car Seat Covers,Auto & Accessories,114.0,1.0,0.3,24.9,2.5,High,credit_card,8
90,2018-02-19,22:17:15,4.0,20917,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,5.0,0.3,104.8,10.5,Critical,credit_card,9
91,2018-09-11,22:32:31,2.0,54446,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.3,54.4,5.4,High,credit_card,1
92,2018-03-20,23:45:07,5.0,55746,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,1.0,0.1,124.7,12.5,Critical,credit_card,2
93,2018-09-22,23:23:18,10.0,58534,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,1.0,0.2,32.3,3.2,Critical,credit_card,3
94,2018-11-03,8:59:39,2.0,53957,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,4.0,0.3,19.1,1.9,Critical,credit_card,4
95,2018-05-14,8:35:33,8.0,53395,Male,Web,Member,Tyre,Auto & Accessories,250.0,4.0,0.3,140.0,14.0,High,credit_card,5
96,2018-04-22,11:32:22,5.0,52267,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,2.0,0.1,36.0,3.6,Critical,credit_card,6
97,2018-12-30,7:50:33,7.0,29085,Male,Web,Member,Car Mat,Auto & Accessories,54.0,5.0,0.2,10.8,1.1,High,credit_card,7
98,2018-10-05,9:10:34,8.0,56399,Male,Web,Member,Car Seat Covers,Auto & Accessories,114.0,1.0,0.3,20.3,2.0,High,credit_card,8
99,2018-11-26,11:04:26,5.0,27009,Female,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,1.0,0.2,141.8,14.2,Critical,credit_card,9
100,2018-05-17,8:36:11,2.0,35336,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.1,58.6,5.9,Critical,credit_card,1
101,2018-07-30,22:41:44,6.0,26503,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,5.0,0.3,99.4,9.9,Critical,money_order,2
102,2018-12-01,22:14:26,2.0,50579,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,1.0,0.3,26.5,2.6,High,credit_card,3
103,2018-08-06,21:09:10,4.0,54326,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,5.0,0.3,14.4,1.4,Critical,e_wallet,4
104,2018-06-28,23:45:53,10.0,23420,Male,Web,Member,Tyre,Auto & Accessories,250.0,1.0,0.3,132.5,13.3,High,credit_card,5
105,2018-06-27,22:04:34,6.0,32534,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,4.0,0.3,18.0,1.8,High,credit_card,6
106,2018-07-01,15:42:32,1.0,22902,Male,Web,Member,Car Mat,Auto & Accessories,54.0,5.0,0.1,10.8,1.1,Critical,credit_card,7
107,2018-02-27,12:07:22,1.0,31526,Male,Web,Member,Car Seat Covers,Auto & Accessories,114.0,1.0,0.2,29.4,2.9,Critical,credit_card,8
108,2018-04-28,21:00:44,7.0,40170,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,1.0,0.2,137.1,13.7,Critical,money_order,9
109,2018-08-01,12:31:21,6.0,18701,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,4.0,0.3,43.2,4.3,Medium,credit_card,1
110,2018-11-22,16:10:29,10.0,10773,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,1.0,0.3,99.4,9.9,Critical,credit_card,2
111,2018-07-06,23:36:15,4.0,41607,Female,Web,Member,Car Body Covers,Auto & Accessories,117.0,5.0,0.3,7.8,0.8,Critical,credit_card,3
112,2018-05-09,18:27:00,2.0,26936,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,1.0,0.1,34.5,3.4,Medium,debit_card,4
113,2018-04-26,17:49:46,10.0,56518,Male,Web,Member,Tyre,Auto & Accessories,250.0,5.0,0.1,157.5,15.8,High,credit_card,5
114,2018-10-27,23:11:57,9.0,44722,Female,Web,Member,Bike Tyres,Auto & Accessories,72.0,1.0,0.3,36.0,3.6,High,credit_card,6
115,2018-06-23,10:32:39,5.0,39332,Male,Web,Member,Car Mat,Auto & Accessories,54.0,4.0,0.2,13.5,1.4,High,credit_card,7
116,2018-11-20,18:24:30,7.0,39095,Male,Web,Member,Car Seat Covers,Auto & Accessories,114.0,5.0,0.3,5.5,0.6,High,credit_card,8
117,2018-06-30,7:51:17,1.0,55428,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,4.0,0.2,132.5,13.3,Critical,credit_card,9
118,2018-12-30,14:20:46,1.0,16481,Male,Web,Guest,Car Media Players,Auto & Accessories,140.0,1.0,0.3,54.4,5.4,High,credit_card,1
119,2018-12-07,23:00:33,8.0,23129,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,1.0,0.3,105.7,10.6,High,credit_card,2
120,2018-05-08,22:12:34,7.0,39272,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,5.0,0.1,31.2,3.1,Critical,credit_card,3
121,2018-12-30,14:46:00,8.0,54296,Male,Web,Guest,Car & Bike Care,Auto & Accessories,118.0,5.0,0.3,20.3,2.0,High,credit_card,4
122,2018-04-24,21:55:22,5.0,50254,Male,Web,Member,Tyre,Auto & Accessories,250.0,4.0,0.3,120.0,12.0,High,e_wallet,5
123,2018-09-25,22:18:10,6.0,42386,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,4.0,0.3,18.0,1.8,Critical,credit_card,6
124,2018-07-16,10:27:45,7.0,16296,Male,Web,Member,Car Mat,Auto & Accessories,54.0,1.0,0.1,54.0,5.4,High,money_order,7
125,2018-04-21,12:08:32,7.0,43547,Male,Web,Member,Car Seat Covers,Auto & Accessories,114.0,1.0,0.2,27.2,2.7,High,credit_card,8
126,2018-01-19,15:08:48,10.0,58155,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,1.0,0.1,148.7,14.9,Critical,money_order,9
127,2018-07-22,15:19:05,9.0,46686,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.1,58.6,5.9,High,credit_card,1
128,2018-03-02,14:28:03,1.0,39372,Male,Web,Guest,Car Speakers,Auto & Accessories,211.0,1.0,0.1,124.7,12.5,High,credit_card,2
129,2018-12-26,9:14:26,3.0,23926,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,5.0,0.3,13.6,1.4,High,credit_card,3
130,2018-06-09,6:37:43,3.0,59723,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,5.0,0.2,26.2,2.6,Medium,credit_card,4
131,2018-08-06,18:25:39,2.0,13656,Male,Web,Member,Tyre,Auto & Accessories,250.0,1.0,0.2,155.0,15.5,High,money_order,5
132,2018-07-18,13:39:54,3.0,47245,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,5.0,0.3,14.4,1.4,Critical,credit_card,6
133,2018-12-28,16:03:34,7.0,26200,Male,Web,Member,Car Mat,Auto & Accessories,54.0,1.0,0.2,54.0,5.4,High,credit_card,7
134,2018-10-08,12:19:58,9.0,34771,Male,Web,Guest,Car Seat Covers,Auto & Accessories,114.0,5.0,0.3,5.5,0.6,Critical,e_wallet,8
135,2018-07-10,12:23:05,4.0,30722,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,1.0,0.2,141.8,14.2,Critical,money_order,9
136,2018-05-16,16:10:21,6.0,46226,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.3,55.8,5.6,High,credit_card,1
137,2018-07-05,18:40:47,10.0,31323,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,4.0,0.2,114.1,11.4,Critical,credit_card,2
138,2018-02-20,17:12:34,6.0,57896,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,5.0,0.3,13.6,1.4,Critical,credit_card,3
139,2018-08-21,17:15:49,1.0,52183,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,5.0,0.3,14.4,1.4,Critical,credit_card,4
140,2018-06-10,14:18:40,3.0,16327,Male,Web,Member,Tyre,Auto & Accessories,250.0,4.0,0.3,120.0,12.0,Medium,e_wallet,5
141,2018-09-26,16:14:11,2.0,31345,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,5.0,0.3,14.4,1.4,Critical,credit_card,6
142,2018-04-27,19:24:52,2.0,17243,Female,Web,Member,Car Mat,Auto & Accessories,54.0,5.0,0.3,10.8,1.1,Medium,credit_card,7
143,2018-05-11,16:35:19,3.0,27820,Male,Web,Guest,Car Seat Covers,Auto & Accessories,114.0,4.0,0.3,11.2,1.1,Critical,money_order,8
144,2018-05-25,8:54:21,4.0,58874,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,1.0,0.3,139.5,13.9,Critical,credit_card,9
145,2018-04-26,9:32:06,7.0,28090,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,5.0,0.1,53.0,5.3,Critical,money_order,1
146,2018-04-17,21:14:42,5.0,44331,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,5.0,0.3,88.8,8.9,High,credit_card,2
147,2018-07-23,18:27:07,6.0,46006,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,1.0,0.2,34.7,3.5,Critical,credit_card,3
148,2018-08-14,13:05:17,3.0,22080,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,5.0,0.3,8.5,0.9,Medium,credit_card,4
149,2018-09-30,22:43:56,5.0,41793,Male,Web,Member,Tyre,Auto & Accessories,250.0,1.0,0.3,160.0,16.0,Critical,credit_card,5
150,2018-05-15,16:29:03,8.0,28996,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,1.0,0.2,24.0,2.4,High,credit_card,6
151,2018-07-22,19:16:47,3.0,36277,Male,Web,Member,Car Mat,Auto & Accessories,54.0,4.0,0.3,13.5,1.4,High,credit_card,7
152,2018-10-24,19:01:52,2.0,45487,Male,Web,Guest,Car Seat Covers,Auto & Accessories,114.0,4.0,0.3,15.8,1.6,Critical,money_order,8
153,2018-07-02,12:54:20,10.0,13020,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,1.0,0.3,144.1,14.4,Critical,credit_card,9
154,2018-12-06,0:14:28,6.0,52525,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.1,58.6,5.9,High,credit_card,1
155,2018-01-04,23:02:21,2.0,29479,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,5.0,0.3,99.4,9.9,High,credit_card,2
156,2018-03-21,17:43:41,8.0,16029,Female,Web,Member,Car Body Covers,Auto & Accessories,117.0,4.0,0.1,32.3,3.2,Critical,money_order,3
157,2018-08-02,16:15:41,2.0,37402,Male,Web,Guest,Car & Bike Care,Auto & Accessories,118.0,1.0,0.3,32.1,3.2,Critical,money_order,4
158,2018-10-01,11:26:06,4.0,53794,Male,Web,Member,Tyre,Auto & Accessories,250.0,1.0,0.1,162.5,16.3,Medium,credit_card,5
159,2018-11-09,16:23:03,1.0,32178,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,1.0,0.1,24.0,2.4,High,credit_card,6
160,2018-04-15,13:47:34,9.0,58607,Male,Web,Member,Car Mat,Auto & Accessories,54.0,5.0,0.3,10.8,1.1,Medium,credit_card,7
161,2018-09-26,11:59:05,9.0,20045,Male,Web,Member,Car Seat Covers,Auto & Accessories,114.0,1.0,0.1,31.7,3.2,High,credit_card,8
162,2018-07-15,12:37:12,3.0,15311,Male,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,4.0,0.3,123.3,12.3,Critical,credit_card,9
163,2018-05-30,22:33:08,6.0,48474,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,1.0,0.3,55.8,5.6,Critical,credit_card,1
164,2018-03-02,14:08:33,1.0,20784,Male,Web,Member,Car Speakers,Auto & Accessories,211.0,1.0,0.2,122.6,12.3,Medium,money_order,2
165,2018-12-29,14:27:41,9.0,13649,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,4.0,0.2,27.6,2.8,Critical,e_wallet,3
166,2018-10-25,15:36:18,7.0,45439,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,1.0,0.1,36.8,3.7,Critical,credit_card,4
167,2018-02-11,7:54:38,1.0,34182,Male,Web,Member,Tyre,Auto & Accessories,250.0,5.0,0.2,145.0,14.5,Critical,e_wallet,5
168,2018-09-15,19:42:06,1.0,30880,Male,Web,Member,Bike Tyres,Auto & Accessories,72.0,1.0,0.3,72.0,7.2,High,credit_card,6
169,2018-06-13,8:19:23,2.0,52427,Male,Web,Member,Car Mat,Auto & Accessories,54.0,5.0,0.3,10.8,1.1,Critical,money_order,7
170,2018-09-04,8:39:50,5.0,55136,Male,Web,Member,Car Seat Covers,Auto & Accessories,114.0,1.0,0.3,24.9,2.5,High,credit_card,8
171,2018-02-26,12:32:39,1.0,47162,Female,Web,Member,Car Pillow & Neck Rest,Auto & Accessories,231.0,4.0,0.2,132.5,13.3,High,credit_card,9
172,2018-08-28,17:00:28,8.0,56059,Male,Web,Member,Car Media Players,Auto & Accessories,140.0,4.0,0.2,48.8,4.9,Critical,credit_card,1
173,2018-09-22,19:26:47,8.0,27239,Female,Web,Member,Car Speakers,Auto & Accessories,211.0,4.0,0.1,122.6,12.3,Medium,credit_card,2
174,2018-02-13,9:18:50,5.0,49838,Male,Web,Member,Car Body Covers,Auto & Accessories,117.0,5.0,0.3,19.5,1.9,High,credit_card,3
175,2018-06-18,9:30:54,1.0,48939,Male,Web,Member,Car & Bike Care,Auto & Accessories,118.0,5.0,0.1,32.1,3.2,High,credit_card,4
176,2018-12-14,16:25:43,5.0,37902,Male,Web,Member,Tyre,Auto & Accessories,250.0,5.0,0.3,132.5,13.3,High,money_order,5
